name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
realme Pad WiFi+4G Tablet | 4GB RAM 64GB ROM (Expandable) | 26.4cm (10.4 inch) WUXGA+ Display | 7100 mAh Battery | Dolby A...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61S6M85oiWL._AC_UL320_.jpg,https://www.amazon.in/realme-Pad-GB-Wi-Fi-Tablet/dp/B09G9XSHR2/ref=sr_1_1675?qid=1679133756&s=electronics&sr=1-1675,4.2,"1,250","₹17,999","₹29,999"
CEDO Samsung M31 / F41 / M31 Prime Back Cover | Matte Soft Silicon Flexible | Camera Bump Protection | All Side Shock Proo...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61WLvz63RHL._AC_UL320_.jpg,https://www.amazon.in/CEDO-Samsung-Galaxy-M31-Rubberised/dp/B084YZX2QT/ref=sr_1_1676?qid=1679133756&s=electronics&sr=1-1676,4.2,"15,863",₹149,₹999
Robustrion Pack of 2 Tempered Glass Screen Protector for iPad Air 5 / iPad Air 4 10.9 inch/iPad Pro 11 inch 2018 and and 2021,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61gEq9Jy+rL._AC_UL320_.jpg,https://www.amazon.in/Robustrion-Anti-Scratch-Smudge-Tempered-Protector/dp/B07L2K2YLY/ref=sr_1_1677?qid=1679133756&s=electronics&sr=1-1677,4.3,"2,011",₹549,"₹1,999"
Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71MIJWtfCoL._AC_UL320_.jpg,https://www.amazon.in/Quantum-Ethernet-Patch-Straight-Category/dp/B00GZLB57U/ref=sr_1_1678?qid=1679133756&s=electronics&sr=1-1678,4.4,"8,657",₹249,₹699
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61dbnsT9GaS._AC_UL320_.jpg,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_1679?qid=1679133756&s=electronics&sr=1-1679,4.1,"1,031",₹790,₹798
Mobwill Charging Cable for Fire-Boltt Ninja/Ninja Pro/Ninja Pro Max/Ninja Call 2 / Beam Smartwatches,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51VXbCvk+ML._AC_UL320_.jpg,https://www.amazon.in/Mobwill-Charging-Cable-Fire-Boltt-Smartwatches/dp/B0BR4G1XCF/ref=sr_1_1680?qid=1679133756&s=electronics&sr=1-1680,4.1,19,₹249,₹999
"Turron Index Flash Cards Tray - 200 GSM, 150 Cards, 3x5 inch, Blank White - with Free Binder Rings for Short Notes, cue Ca...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81GgT4A4NaL._AC_UL320_.jpg,https://www.amazon.in/Turron-Detachable-Bookmarks-Assorted-Colours/dp/B078VWND56/ref=sr_1_1681?qid=1679133756&s=electronics&sr=1-1681,4.4,"2,124",₹299,₹375
"W WADRO - Built with Passion 40W Trigger Feed Leak Proof Gun (Random Gun Color, 28 Sticks)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51GUl+l+g-L._AC_UL320_.jpg,https://www.amazon.in/WADRO-Built-Passion-Trigger-Sticks/dp/B07NWHF5NX/ref=sr_1_1682?qid=1679133756&s=electronics&sr=1-1682,3.6,"2,409",₹299,"₹1,299"
Cello Signature Creme Ivory Ball Pen | Blue Ball Pen | Pack of 1 | Best Ball Pen for Smooth Writing | Gifting Pens | Premi...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/511kncQG7SL._AC_UL320_.jpg,https://www.amazon.in/Cello-Signature-Creme-Ivory-Ball/dp/B07GR3VWTX/ref=sr_1_1683?qid=1679133756&s=electronics&sr=1-1683,4.3,"2,741",₹153,₹225
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71PRQKJNdHL._AC_UL320_.jpg,https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_1684?qid=1679133756&s=electronics&sr=1-1684,3.9,"3,092",₹689,"₹2,000"
boAt Dual Port Rapid 5V Car Charger (Qualcomm Certified) Smart Charging with Quick Charge 3.0 for Cellular Phones (Black)...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61rrQ1XQg+L._AC_UL320_.jpg,https://www.amazon.in/Dual-Charger-Qualcomm-Certified-Charging/dp/B07BK1LZWQ/ref=sr_1_1685?qid=1679133756&s=electronics&sr=1-1685,4.3,"21,572",₹449,₹899
"ZEBRONICS Zeb-Yoga 90 Pro Wireless Bluetooth in Ear Neckband Earphone with Rapid Charge,Dual Pairing,Magnetic earpiece,Spl...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71KpXHax2JL._AC_UL320_.jpg,https://www.amazon.in/Zebronics-90-Pro-Resistant-Assistant/dp/B08RHGQ28G/ref=sr_1_1683?qid=1679133758&s=electronics&sr=1-1683,3.6,"1,281",₹599,"₹2,999"
Nokia 105 Single SIM (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61U7UGBXoIL._AC_UL320_.jpg,https://www.amazon.in/Nokia-105-2019-Single-Black/dp/B07YYNX5X6/ref=sr_1_1684?qid=1679133758&s=electronics&sr=1-1684,4.1,"57,241","₹1,460","₹1,599"
"Samsung Galaxy S23 Ultra 5G (Green, 12GB, 256GB Storage)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61VfL-aiToL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Galaxy-Ultra-Green-Storage/dp/B0BT9CXXXX/ref=sr_1_1685?qid=1679133758&s=electronics&sr=1-1685,4.4,91,"₹1,24,999","₹1,49,999"
boAt Rockerz 261 in Ear Wireless Earphones with mic(Jazzy Blue),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61dHbPEFAWL._AC_UL320_.jpg,https://www.amazon.in/Rockerz-261-Sports-Wireless-Earphones/dp/B07KY3DLGZ/ref=sr_1_1686?qid=1679133758&s=electronics&sr=1-1686,3.9,"25,142",₹999,"₹4,990"
LINC Pentonic B-RT Ball Point Pen | Tip Size 0.7 mm | Comfortable Grip | Ideal for Students and Professionals | For Schoo...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61WZl9HFHOL._AC_UL320_.jpg,https://www.amazon.in/Linc-Pentonic-V-RT-Point-0-7mm/dp/B07ZBJHHQF/ref=sr_1_1687?qid=1679133758&s=electronics&sr=1-1687,4.4,"2,206",,₹240
Mi 2-in-1 USB Cable 100cm Black|Multipurpose Cable which Supports Both Type C & Type B/Micro USB Devices|480Mbps Speed|Com...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61hZiAKu59L._AC_UL320_.jpg,https://www.amazon.in/Mi-Cable-Micro-Type-C-100cm/dp/B07XDRVFMC/ref=sr_1_1688?qid=1679133758&s=electronics&sr=1-1688,4.2,"16,309",₹269,₹399
"Noise Newly Launched Buds X Truly Wireless in-Ear Earbuds with ANC(Upto 25dB), 35H Playtime, Quad Mic with ENC, Instacharg...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61RP6WUf9XL._AC_UL320_.jpg,https://www.amazon.in/Noise-Launched-Wireless-Playtime-Instacharge/dp/B0BPCPJ9P1/ref=sr_1_1689?qid=1679133758&s=electronics&sr=1-1689,3.9,88,"₹2,499","₹5,499"
"Boult Audio ZCharge Wireless in Ear Bluetooth Neckband with ENC Mic, 40H Playtime, Type-C Fast Charging (10Mins=15Hrs Play...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71pQVYeYYUL._AC_UL320_.jpg,https://www.amazon.in/Boult-Audio-Earphones-Environmental-Cancellation/dp/B09NR7THVZ/ref=sr_1_1690?qid=1679133758&s=electronics&sr=1-1690,3.8,"21,249","₹1,199","₹4,999"
"Tukzer Tabletop Fully Foldable Desktop Tablet Mobile Stand Holder with Angle & Height Adjustable for Desk, Cradle, Dock, C...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61H0++qN6+L._AC_UL320_.jpg,https://www.amazon.in/Tukzer-Foldable-Adjustable-Compatible-Smartphones/dp/B08MWHHZDW/ref=sr_1_1691?qid=1679133758&s=electronics&sr=1-1691,4.0,"5,330",₹279,"₹1,299"
"Lapster compatible for amazfit charger cable with GTS 2 Mini, GTS 2e, GTS 2, GTR 2, GTR 2e, GTR 2 eSIM, BIP U, BIP U Pro, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51T3qn9UBtS._AC_UL320_.jpg,https://www.amazon.in/Lapster-compatible-amazfit-charger-Charging/dp/B0B4BBZ9XD/ref=sr_1_1692?qid=1679133758&s=electronics&sr=1-1692,3.7,255,₹155,₹999
HP 64GB Class 10 MicroSD Memory Card (HP-MSDCWAU1-64GB),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51HIHyx3BQL._AC_UL320_.jpg,https://www.amazon.in/HP-MicroSD-U1-TF-Card-64GB/dp/B07DJGB43S/ref=sr_1_1693?qid=1679133758&s=electronics&sr=1-1693,4.0,"33,705",₹579,"₹2,900"
"Pigeon Basics Non Induction Base Nons tick Aluminium Cookware set, including Nonstick Dosa Tawa, Nonstick Kadai With Glass...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61JlllBcGpL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Basics-Aluminium-Nonstick-Cookware/dp/B07DR77G6N/ref=sr_1_1694?qid=1679133758&s=electronics&sr=1-1694,3.7,"24,804","₹1,199","₹3,295"
Blackstar Nano MAG Car Mobile Holder - Car Mount - Magnetic Mobile Holder for Car ( Smallest Magnetic Mobile Holder with S...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51hFDyW19GS._AC_UL320_.jpg,https://www.amazon.in/Blackstar-Nano-MAG-Mobile-Holder/dp/B096YK1MYD/ref=sr_1_1695?qid=1679133758&s=electronics&sr=1-1695,4.2,"1,839",₹399,₹899
"Scarters Mouse Pad, Deskmat Extended for Work from Home/Office | Gaming Mouse Pad | Vegan PU Leather | Anti-Skid, Anti-Sli...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/519TZuBfuwL._AC_UL320_.jpg,https://www.amazon.in/Scarters-Office-Keyboard-Splash-Proof-Leather/dp/B08461VC1Z/ref=sr_1_1696?qid=1679133758&s=electronics&sr=1-1696,4.5,"7,547",₹999,"₹1,995"
OFIXO 400 Sheets (5 Mix Colors * 80 Sheets Each Color) Fluorescent Paper Self Adhesive Memo Pad Sticky Notes Bookmark Poin...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61lFF-CgVwL._AC_UL320_.jpg,https://www.amazon.in/OFIXO-Fluorescent-Adhesive-Bookmark-Supplies/dp/B07SFJ8V1R/ref=sr_1_1697?qid=1679133758&s=electronics&sr=1-1697,4.0,"2,756",₹198,₹299
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Inpu...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/813Y1TIZwfL._AC_UL320_.jpg,https://www.amazon.in/Zebronics-1920x1080-Resolution-Facility-Brightness/dp/B09XK4GCY1/ref=sr_1_1698?qid=1679133758&s=electronics&sr=1-1698,3.8,343,"₹12,999","₹29,999"
ENVIE® (ECR20+AA2800 4PL) Charger for AA & AAA Rechargeable Batteries,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Kjb47AVNL._AC_UL320_.jpg,https://www.amazon.in/Envie-ECR-20-4xAA-Rechargeable/dp/B01GHSSWDA/ref=sr_1_1699?qid=1679133758&s=electronics&sr=1-1699,3.9,"10,223",₹749,"₹1,195"
Cello Power Line Highlighter - Pack of 10 (Multicolor),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81OEpIU8VxL._AC_UL320_.jpg,https://www.amazon.in/Cello-Power-Line-Highlighter-Multicolor/dp/B07G9ZCNPH/ref=sr_1_1700?qid=1679133758&s=electronics&sr=1-1700,4.1,"1,155",₹134,₹150
Canon Pixma E477 All-in-One Wireless Ink Efficient Colour Printer (White/Blue),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51kv1Gi7gUL._AC_UL320_.jpg,https://www.amazon.in/Canon-E477-Wireless-Efficient-Printer/dp/B01JOFKL0A/ref=sr_1_1701?qid=1679133758&s=electronics&sr=1-1701,3.9,"8,485",,"₹5,599"
"Samsung Galaxy A23 Blue, 8GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/91W42b8YW+L._AC_UL320_.jpg,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09VK34ZZR/ref=sr_1_1702?qid=1679133758&s=electronics&sr=1-1702,4.0,775,"₹18,999","₹25,490"
"Lava Yuva 2 Pro (Glass Green, 4GB RAM, 64GB Storage)| 2.3 Ghz Octa Core Helio G37| 13 MP AI Triple Camera |Fingerprint Sen...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51W1tk3DVML._AC_UL320_.jpg,https://www.amazon.in/Lava-Storage-Fingerprint-Battery-Expandable/dp/B0BVBHB193/ref=sr_1_1703?qid=1679133758&s=electronics&sr=1-1703,,,"₹7,999","₹9,999"
"realme 10 Pro 5G (Hyperspace, 128 GB) (8 GB RAM)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41xRH+8hC-L._AC_UL320_.jpg,https://www.amazon.in/realme-Pro-Hyperspace-128-RAM/dp/B0BPYPZNHD/ref=sr_1_1704?qid=1679133758&s=electronics&sr=1-1704,3.6,9,"₹21,768","₹22,999"
"Boya BY-M1 Pro Omnidirectional Lavalier Condenser Microphone with Gain control, Headphone-out, Noise cancellation for iPho...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61KTKuYOCRL._AC_UL320_.jpg,https://www.amazon.in/Boya-Pro-Omnidirectional-Headphone-out-cancellation/dp/B0844T9TMN/ref=sr_1_1705?qid=1679133758&s=electronics&sr=1-1705,4.0,"70,316","₹1,699","₹2,995"
"FEDUS Cat6 Ethernet Cable, 15 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81sGkqckhDL._AC_UL320_.jpg,https://www.amazon.in/FEDUS-ethernet-Internet-Computer-Category/dp/B08CSKH27R/ref=sr_1_1706?qid=1679133758&s=electronics&sr=1-1706,4.4,"9,050",₹199,"₹4,499"
"Crucial P3 1TB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT1000P3SSD8","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51XuNS7R-lL._AC_UL320_.jpg,https://www.amazon.in/Crucial-PCIe-NAND-NVMe-3500MB/dp/B0B25LZGGW/ref=sr_1_1708?qid=1679133760&s=electronics&sr=1-1708,4.1,"6,229","₹5,262","₹8,600"
SanDisk Ultra Dual 32 GB USB 3.0 OTG Pen Drive (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71bV203ASmL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Ultra-Dual-32GB-Drive/dp/B01N5KHFG9/ref=sr_1_1709?qid=1679133760&s=electronics&sr=1-1709,4.3,"191,346",₹429,₹850
OneAssist 2 Years Extended Warranty Plan for Headphones 500 to 1000 - Email Delivery Within 2 Hours,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61odpxE5WRL._AC_UL320_.jpg,https://www.amazon.in/OneAssist-Years-Extended-Warranty-Headphones/dp/B09QMPN167/ref=sr_1_1710?qid=1679133760&s=electronics&sr=1-1710,3.7,334,₹149,₹339
"Post-it Super Sticky Notes, 2X Sticking Power, 3 in x 3 in, 5 Pads/Pack, 90 Sheets/Pad (neon Colour)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71wMhoGvO6L._AC_UL320_.jpg,https://www.amazon.in/Post-Sticky-Sticking-Sheets-Colour/dp/B07TP5NJ7N/ref=sr_1_1711?qid=1679133760&s=electronics&sr=1-1711,4.6,641,₹298,₹375
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dim...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81w2z8kGABL._AC_UL320_.jpg,https://www.amazon.in/Wesley-Mi-Grey/dp/B085S3TJ46/ref=sr_1_1712?qid=1679133760&s=electronics&sr=1-1712,4.3,"9,749",₹568,"₹1,199"
boAt Bassheads 102 in Ear Wired Earphones with Mic(Fiery Red),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61tdW6bS2zL._AC_UL320_.jpg,https://www.amazon.in/BassHeads-102-Earphones-Multi-Function-Microphone/dp/B07SF1X921/ref=sr_1_1713?qid=1679133760&s=electronics&sr=1-1713,4.2,"77,193",₹449,"₹1,290"
Cello Signature Moonlit Ball Pen | Blue Ball Pen | Pack of 1 | Best Ball Pens for Smooth Writing | Gifting Pens | Premium ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61cA91ccN+L._AC_UL320_.jpg,https://www.amazon.in/Cello-Signature-Moonlit-Ball-Pen/dp/B07GR4RC16/ref=sr_1_1714?qid=1679133760&s=electronics&sr=1-1714,4.2,"2,679",₹133.20,₹175
Faber-Castell Fine Multi-Marker - Pack of 4 (Assorted),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71N1oQWXnUL._AC_UL320_.jpg,https://www.amazon.in/Faber-Castell-Multi-Marker-Pack-4-Assorted/dp/B00LY2A75G/ref=sr_1_1715?qid=1679133760&s=electronics&sr=1-1715,4.3,902,,₹80
Duracell - 2032 3V Lithium Coin Battery - Long Lasting Battery - 2 Count,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61KXK7tb-5L._AC_UL320_.jpg,https://www.amazon.in/Duracell-DURDL2032B2PK-Lithium-3-Volt-Battery/dp/B07G7KRQQ5/ref=sr_1_1716_mod_primary_new?qid=1679133760&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1716,4.1,714,₹190,₹200
"HP Deskjet 1212 Printer for Home for Dependable Printing, Simple Setup for Everyday Usage, Ideal for Home.","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/614qQZB+NGL._AC_UL320_.jpg,https://www.amazon.in/HP-DeskJet-1212-Function-Printer/dp/B08CYRBXYX/ref=sr_1_1717?qid=1679133760&s=electronics&sr=1-1717,3.5,"3,450","₹2,699","₹3,112"
"Redmi 10 (Caribbean Green, 4GB RAM, 64GB Storage)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31BO9yhWLKL._AC_UL320_.jpg,https://www.amazon.in/Redmi-10-Caribbean-Green-Storage/dp/B09XR8591Q/ref=sr_1_1718?qid=1679133760&s=electronics&sr=1-1718,4.0,"1,602",,
"Fire-Boltt Ninja Calling 1.69"" Bluetooth Calling Smart Watch, Dial Pad, Speaker, AI Voice Assistant with 450 NITS Peak Bri...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61eQr+8ajUL._AC_UL320_.jpg,https://www.amazon.in/Fire-Boltt-Bluetooth-Smartwatch-Monitoring-Assistant/dp/B09RKFBCV7/ref=sr_1_1719?qid=1679133760&s=electronics&sr=1-1719,4.1,"33,447","₹1,794","₹7,999"
"Redmi K50i 5G (Stealth Black, 6GB RAM, 128GB Storage) | Flagship Mediatek Dimensity 8100 Processor | 144Hz Liquid FFS Disp...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ZACtD0-oL._AC_UL320_.jpg,https://www.amazon.in/Redmi-Flagship-Mediatek-Dimensity-Processor/dp/B0B4DZ14K7/ref=sr_1_1722?qid=1679133760&s=electronics&sr=1-1722,4.0,"7,756","₹23,999","₹31,999"
"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ZX6m+bZkL._AC_UL320_.jpg,https://www.amazon.in/CEDO-OnePlus-Charging-Compatible-Devices/dp/B0B5ZF3NRK/ref=sr_1_1723?qid=1679133760&s=electronics&sr=1-1723,4.1,330,₹349,₹599
Canon GI790 Y Ink Cartridge (Yellow),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31iNn-4Gl3S._AC_UL320_.jpg,https://www.amazon.in/Canon-GI790-Ink-Cartridge-Yellow/dp/B01ALPLZDE/ref=sr_1_1724?qid=1679133760&s=electronics&sr=1-1724,4.4,"5,341",,₹470
"Fire-Boltt Ninja Fit Smartwatch Full Touch 1.69 & 120+ Sports Modes with IP68, Multi UI Screen, Over 100 Cloud Based Watch...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/618sR0Mlx0L._AC_UL320_.jpg,https://www.amazon.in/Fire-Boltt-Ninja-Smartwatch-Sports-Screen/dp/B0BVW2ZVT5/ref=sr_1_1725?qid=1679133760&s=electronics&sr=1-1725,4.2,"27,438","₹1,299","₹7,999"
Dr. Morepen ST01 Deluxe Stethoscope,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61A2Cds084L._AC_UL320_.jpg,https://www.amazon.in/Dr-Morepen-ST01-Deluxe-Stethoscope/dp/B00C0NU028/ref=sr_1_1726?qid=1679133760&s=electronics&sr=1-1726,3.8,"4,665",₹276,₹699
Portronics My Buddy Hexa 22 Adjustable Tabletop Laptop Stand with Mobile Holder Ventilated Portable Foldable Compatible fo...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61kpQAAVUoL._AC_UL320_.jpg,https://www.amazon.in/Portronics-POR-1157-Portable-Adjustable-Rotational/dp/B08LKJVN1T/ref=sr_1_1727?qid=1679133760&s=electronics&sr=1-1727,4.2,"4,702",₹399,"₹1,299"
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/614sHtBZShL._AC_UL320_.jpg,https://www.amazon.in/STRIFF-Flexible-Silicone-Protector-Computers/dp/B0B8ZWNR5T/ref=sr_1_1728?qid=1679133760&s=electronics&sr=1-1728,4.2,"2,590",₹79,₹499
"Western Digital WD 1TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encrypti...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/418I1gX3FFL._AC_UL320_.jpg,https://www.amazon.in/Passport-Portable-External-Drive-Black/dp/B07VTWX8MN/ref=sr_1_1729?qid=1679133760&s=electronics&sr=1-1729,4.4,"74,559","₹4,449","₹8,120"
"Eveready Alkaline Batteries - Red AA, 10 Battery Pack","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81dyPozVVEL._AC_UL320_.jpg,https://www.amazon.in/Eveready-Alkaline-Batteries-Battery-Pack/dp/B00ZRBWZNW/ref=sr_1_1730?qid=1679133760&s=electronics&sr=1-1730,4.3,"1,186",₹114,₹180
"ProElite Slim Trifold Flip case Cover for Redmi Pad 10.6"" Tablet, Black","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71No3IeMM3L._AC_UL320_.jpg,https://www.amazon.in/ProElite-Trifold-Cover-Redmi-Tablet/dp/B0BHHSH53H/ref=sr_1_1731?qid=1679133760&s=electronics&sr=1-1731,4.4,254,₹499,"₹1,999"
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Long Battery Life","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71q--MThR1L._AC_UL320_.jpg,https://www.amazon.in/Boult-Audio-Bluetooth-Headphones-Cancellation/dp/B088YKSNTX/ref=sr_1_1732?qid=1679133760&s=electronics&sr=1-1732,3.8,"5,339","₹1,198","₹3,999"
SupCares Edge to Edge Tempered Glass for Samsung Galaxy S20 FE 5G (6.5 Inch) with Easy Self Installation Kit | Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71zxFLQJfHL._AC_UL320_.jpg,https://www.amazon.in/SupCares-Tempered-Samsung-Galaxy-Installation/dp/B0B8CLJGHM/ref=sr_1_1733?qid=1679133760&s=electronics&sr=1-1733,4.3,339,₹289,₹799
"DJI OSMO Mobile 6 Smartphone Gimbal Stabilizer, 3-Axis Phone Gimbal, Built-In Extension Rod, Portable and Foldable, Androi...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Q0I+lvW9L._AC_UL320_.jpg,https://www.amazon.in/DJI-Smartphone-Stabilizer-Extension-ShotGuides/dp/B0B7XD7R43/ref=sr_1_1731?qid=1679133761&s=electronics&sr=1-1731,4.2,"3,006","₹14,990","₹17,999"
"Canon PIXMA G3000 Wi-Fi Mono/Colour, Print,Scan,Copy,High Volume Printing, User Replaceable Print Heads, Additional 2 Blac...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51+5DMfHEQL._AC_UL320_.jpg,https://www.amazon.in/Canon-G3000-Wireless-Colour-Printer/dp/B01H25A1AE/ref=sr_1_1732?qid=1679133761&s=electronics&sr=1-1732,4.2,"10,250","₹14,499","₹17,195"
RAEGR Arc One 15W Type-C PD |Made in India |Qi-Certified Wireless Charger with Fireproof ABS for iPhone 14/13/12/11/X/8 Se...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41lJFlnT1kL._AC_UL320_.jpg,https://www.amazon.in/RAEGR-Qi-Certified-Wireless-Fireproof-RG10450/dp/B0BBFJPBNH/ref=sr_1_1733?qid=1679133761&s=electronics&sr=1-1733,3.8,"5,806",₹699,"₹2,499"
"Portronics Auto 20 Smart Audio Connector with Mobile Charger(Type C + QC 3.0), Latest Bluetooth 5.1, 30W Output, Handsfree...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51-cGqKys2L._AC_UL320_.jpg,https://www.amazon.in/Portronics-Connector-Bluetooth-Handsfree-Compatible/dp/B0BCPTHQGK/ref=sr_1_1734?qid=1679133761&s=electronics&sr=1-1734,3.9,293,₹799,"₹1,999"
